system,recovery_date
M6_B,2016-12-18
M6_B,2023-06-20
M6_B,2024-01-30
M6_B,2016-06-18
M6_B,2020-01-17
M6_B,2021-11-03
M6_B,2019-04-23
M6_B,2021-03-12
M6_B,2013-10-16
M6_B,2015-10-30
M6_B,2016-07-04
M6_B,2024-08-05
M6_B,2016-12-20
M6_B,2022-05-02
M6_B,2021-03-09
M6_B,2016-01-14
M6_B,2024-07-01
M6_B,2022-11-16
M6_B,2024-02-28
M6_B,2016-05-02
M6_B,2022-01-12
M6_B,2015-05-18
M6_B,2019-05-22
M6_B,2019-06-13
M6_B,2015-12-09
M6_B,2018-10-29
M6_B,2022-08-05
M6_B,2020-02-19
M6_B,2013-06-17
M6_B,2019-05-25
M6_B,2024-09-21
M6_B,2016-06-19
M6_B,2016-06-23
M6_B,2014-07-11
M6_B,2016-05-21
M6_B,2017-12-24
M6_B,2013-09-25
M6_B,2020-12-17
M6_B,2023-12-19
M6_B,2024-01-09
M6_B,2014-04-28
M6_B,2022-12-08
M6_B,2013-10-15
M6_B,2025-06-07
M6_B,2016-09-02
M6_B,2019-06-10
M6_B,2015-07-10
M6_B,2024-08-31
M6_B,2019-09-28
M6_B,2025-03-21
M6_B,2022-10-11
M6_B,2022-11-19
M6_B,2017-03-05
M6_B,2015-08-27
M6_B,2020-12-01
M6_B,2015-07-28
M6_B,2018-09-16
M6_B,2019-09-12
M6_B,2020-07-16
M6_B,2023-01-31
M6_B,2024-03-19
M6_B,2017-10-05
M6_B,2024-06-24
M6_B,2015-02-26
M6_B,2021-01-26
M6_B,2023-09-21
M6_B,2016-07-26
M6_B,2017-10-30
M6_B,2022-10-22
M6_B,2023-01-02
M6_B,2014-07-03
M6_B,2021-06-13
M6_B,2018-08-24
M6_B,2019-05-05
M6_B,2018-06-10
M6_B,2014-05-29
M6_B,2015-06-04
M6_B,2016-04-03
M6_B,2016-09-11
M6_B,2023-06-21
M6_B,2022-12-19
M6_B,2018-08-06
M6_B,2025-03-17
M6_B,2022-07-25
M6_B,2013-08-14
M6_B,2018-11-09
M6_B,2024-09-24
M6_B,2021-01-20
M6_B,2020-05-04
M6_B,2022-05-29
M6_B,2024-07-21
M6_B,2023-08-14
M6_B,2014-08-04
M6_B,2013-10-22
M6_B,2016-05-30
M6_B,2016-12-19
M6_B,2023-07-17
M6_B,2025-03-22
M6_B,2016-06-01
M6_B,2025-03-25
M6_B,2025-05-28
M6_B,2021-11-02
M6_B,2022-12-17
M6_B,2015-12-01
M6_B,2023-06-22
M6_B,2020-12-04
M6_B,2019-10-16
M6_B,2022-10-01
M6_B,2015-08-04
M6_B,2015-12-25
M6_B,2022-12-10
M6_B,2020-12-06
M6_B,2024-09-02
M6_B,2021-02-26
M6_B,2016-07-12
M6_B,2016-07-29
M6_B,2021-09-15
M6_B,2018-05-31
M6_B,2024-02-29
M6_B,2017-04-02
M6_B,2022-10-18
M6_B,2013-11-21
M6_B,2014-06-17
M6_B,2014-02-01
M6_B,2021-05-25
M6_B,2024-11-17
M6_B,2013-12-14
M6_B,2014-01-18
M6_B,2020-01-24
M6_B,2022-11-17
M4_A,2016-01-22
M4_A,2022-12-06
M4_A,2021-01-25
M4_A,2023-06-23
M4_A,2015-07-26
M4_A,2019-08-04
M4_A,2014-02-26
M4_A,2018-01-28
M4_A,2025-07-18
M4_A,2016-02-27
M4_A,2017-11-02
M4_A,2019-12-21
M4_A,2016-12-02
M4_A,2025-01-27
M4_A,2017-11-09
M4_A,2023-01-29
M4_A,2019-08-01
M4_A,2020-08-10
M4_A,2016-11-01
M4_A,2017-09-28
M4_A,2025-03-19
M4_A,2021-03-15
M4_A,2016-06-17
M4_A,2019-10-13
M4_A,2023-09-01
M4_A,2016-01-11
M4_A,2017-01-10
M4_A,2014-07-13
M4_A,2018-09-15
M4_A,2023-02-01
M4_A,2023-11-11
M4_A,2024-01-13
M4_A,2024-06-18
M4_A,2014-04-02
M4_A,2023-10-30
M4_A,2015-12-04
M4_A,2015-11-22
M4_A,2016-12-17
M4_A,2013-06-19
M4_A,2024-09-25
M4_A,2024-09-17
M4_A,2023-11-05
M4_A,2025-09-04
M4_A,2021-02-16
M4_A,2013-07-16
M4_A,2015-12-16
M4_A,2016-11-13
M4_A,2015-07-24
M4_A,2025-01-09
M4_A,2020-01-27
M4_A,2014-09-05
M4_A,2017-08-14
M4_A,2018-09-18
M4_A,2013-11-16
M4_A,2016-12-08
M4_A,2019-11-20
M4_A,2019-11-04
M4_A,2019-11-19
M4_A,2013-11-18
M4_A,2018-03-04
M4_A,2013-07-13
M4_A,2024-01-19
M4_A,2024-01-04
M4_A,2017-02-22
M4_A,2014-09-27
M4_A,2020-12-15
M4_A,2020-08-03
M4_A,2021-03-08
M4_A,2024-02-10
M4_A,2017-12-14
M4_A,2021-06-15
M4_A,2015-07-19
M4_A,2022-10-10
M4_A,2013-12-26
M4_A,2016-10-24
M4_A,2016-11-04
M4_A,2017-09-27
M4_A,2016-01-17
M4_A,2024-06-14
M4_A,2016-12-25
M4_A,2020-06-27
M4_A,2024-08-25
M4_A,2025-06-26
M4_A,2018-03-19
M4_A,2016-11-12
M4_A,2023-07-29
M4_A,2018-09-30
M4_A,2018-01-18
M4_A,2014-09-02
M4_A,2022-08-30
M4_A,2022-09-04
M4_A,2020-03-30
M4_A,2023-06-20
M4_A,2020-01-18
M4_A,2020-09-10
M4_A,2016-08-04
M4_A,2017-03-24
M4_A,2013-10-16
M4_A,2015-10-30
M4_A,2015-12-08
M4_A,2016-12-20
M4_A,2016-05-18
M4_A,2020-01-14
M4_A,2019-09-20
M4_A,2022-11-16
M4_A,2017-06-25
M4_A,2017-01-12
M4_A,2021-06-12
M4_A,2016-10-26
M4_A,2020-06-28
M4_A,2019-05-22
M4_A,2024-11-05
M4_A,2019-06-13
M4_A,2018-10-29
M4_A,2024-08-19
M4_A,2021-08-22
M4_A,2024-07-29
M4_A,2013-06-21
M4_A,2019-05-25
M4_A,2024-09-21
M4_A,2015-10-06
M4_A,2016-06-19
M4_A,2017-12-24
M4_A,2020-12-17
M4_A,2024-05-31
M4_A,2013-12-19
M4_A,2016-05-01
M4_A,2018-12-22
M4_A,2017-11-08
M4_A,2023-11-13
M4_A,2016-10-23
M4_A,2020-08-05
M4_A,2024-12-18
M4_A,2016-02-16
M4_A,2018-08-26
M4_A,2019-06-10
M4_A,2015-10-31
M4_A,2024-07-06
M4_A,2017-11-07
M4_A,2014-07-17
M4_A,2019-09-28
M4_A,2014-01-13
M4_A,2025-03-21
M4_A,2023-06-04
M4_A,2023-03-28
M4_A,2016-09-16
M4_A,2017-09-23
M4_A,2022-11-09
M4_A,2024-11-01
M4_A,2020-01-16
M4_A,2019-09-12
M4_A,2023-01-31
M4_A,2018-12-21
M4_A,2024-03-19
M4_A,2013-11-19
M4_A,2015-02-26
M4_A,2021-01-26
M4_A,2020-01-22
M4_A,2020-11-10
M4_A,2019-05-05
M4_A,2018-09-22
M4_A,2024-12-21
M4_A,2016-08-24
M4_A,2017-09-26
M4_A,2015-06-10
M4_A,2013-10-27
M4_A,2022-04-29
M4_A,2013-09-23
M4_A,2017-04-17
M4_A,2016-12-23
M4_A,2023-06-21
M4_A,2017-01-26
M4_A,2013-06-28
M4_A,2024-10-18
M4_A,2023-11-20
M4_A,2020-10-17
M4_A,2022-05-29
M4_A,2015-05-23
M4_A,2025-03-25
M4_A,2015-06-08
M4_A,2014-04-23
M4_A,2022-12-17
M4_A,2020-09-07
M4_A,2023-06-22
M4_A,2019-10-16
M4_A,2022-10-16
M4_A,2024-09-02
M4_A,2025-08-01
M4_A,2021-03-02
M4_A,2014-04-26
M4_A,2013-08-04
M4_A,2013-08-13
M4_A,2016-05-23
M4_A,2022-07-17
M4_A,2016-12-16
M4_A,2022-08-03
M4_A,2021-06-16
M4_A,2024-02-06
M4_A,2018-10-23
M4_A,2014-01-15
M4_A,2014-04-01
M4_A,2014-01-17
M4_A,2014-01-18
M4_A,2021-09-09
